id_municipio;departamento_id;municipio
854;05;VALDIVIA
856;05;VALPARAISO
858;05;VEGACHI
861;05;VENECIA
873;05;VIGIA DEL FUERTE
885;05;YALI
887;05;YARUMAL
890;05;YOLOMBO
893;05;YONDO
895;05;ZARAGOZA
001;08;BARRANQUILLA
078;08;BARANOA
137;08;CAMPO DE LA CRUZ
141;08;CANDELARIA
296;08;GALAPA
372;08;JUAN DE ACOSTA
421;08;LURUACO
433;08;MALAMBO
436;08;MANATI
520;08;PALMAR DE VARELA
549;08;PIOJO
558;08;POLONUEVO
560;08;PONEDERA
573;08;PUERTO COLOMBIA
606;08;REPELON
634;08;SABANAGRANDE
638;08;SABANALARGA
675;08;SANTA LUCIA
685;08;SANTO TOMAS
758;08;SOLEDAD
770;08;SUAN
832;08;TUBARA
849;08;USIACURI
001;11;Bogota D.C
1;11;Usaquén
10;11;Engativá
11;11;Suba
12;11;Barrios Unidos
13;11;Teusaquillo
14;11;Los Mártires
15;11;Antonio Nariño
16;11;Puente Aranda
17;11;La Candelaria
18;11;Rafael Uribe Uribe
19;11;Ciudad Bolívar
2;11;Chapinero
20;11;Sumapaz
3;11;Santa Fe
4;11;San Cristóbal
5;11;Usme
6;11;Tunjuelito
7;11;Bosa
8;11;Kennedy
9;11;Fontibón
001;13;CARTAGENA DE INDIAS
030;13;ALTOS DEL ROSARIO
042;13;ARENAL
052;13;ARJONA
062;13;ARROYOHONDO
074;13;BARRANCO DE LOBA
140;13;CALAMAR
160;13;CANTAGALLO
188;13;CICUCO
212;13;CORDOBA
222;13;CLEMENCIA
244;13;EL CARMEN DE BOLIVAR
248;13;EL GUAMO
268;13;EL PEÑON
300;13;HATILLO DE LOBA
430;13;MAGANGUE
433;13;MAHATES
440;13;MARGARITA
442;13;MARIA LA BAJA
458;13;MONTECRISTO
468;13;MOMPOS
473;13;MORALES
549;13;PINILLOS
580;13;REGIDOR
600;13;RIO VIEJO
620;13;SAN CRISTOBAL
647;13;SAN ESTANISLAO
650;13;SAN FERNANDO
654;13;SAN JACINTO
655;13;SAN JACINTO DEL CAUCA
657;13;SAN JUAN NEPOMUCENO
667;13;SAN MARTIN DE LOBA
670;13;SAN PABLO
673;13;SANTA CATALINA
683;13;SANTA ROSA
688;13;SANTA ROSA DEL SUR
744;13;SIMITI
760;13;SOPLAVIENTO
780;13;TALAIGUA NUEVO
810;13;TIQUISIO
836;13;TURBACO
838;13;TURBANA
873;13;VILLANUEVA
894;13;ZAMBRANO
001;15;TUNJA
022;15;ALMEIDA
047;15;AQUITANIA
051;15;ARCABUCO
087;15;BELEN
090;15;BERBEO
092;15;BETEITIVA
097;15;BOAVITA
104;15;BOYACA
106;15;BRICEÑO
109;15;BUENAVISTA
114;15;BUSBANZA
131;15;CALDAS
135;15;CAMPOHERMOSO
162;15;CERINZA
172;15;CHINAVITA
176;15;CHIQUINQUIRA
180;15;CHISCAS
183;15;CHITA
185;15;CHITARAQUE
187;15;CHIVATA
189;15;CIENEGA
204;15;COMBITA
212;15;COPER
215;15;CORRALES
218;15;COVARACHIA
223;15;CUBARA
224;15;CUCAITA
226;15;CUITIVA
232;15;CHIQUIZA
236;15;CHIVOR
238;15;DUITAMA
244;15;EL COCUY
248;15;EL ESPINO
272;15;FIRAVITOBA
276;15;FLORESTA
293;15;GACHANTIVA
296;15;GAMEZA
299;15;GARAGOA
317;15;GUACAMAYAS
322;15;GUATEQUE
325;15;GUAYATA
332;15;GšICAN
362;15;IZA
367;15;JENESANO
368;15;JERICO
377;15;LABRANZAGRANDE
380;15;LA CAPILLA
401;15;LA VICTORIA
403;15;LA UVITA
407;15;VILLA DE LEYVA
425;15;MACANAL
442;15;MARIPI
455;15;MIRAFLORES
464;15;MONGUA
466;15;MONGUI
469;15;MONIQUIRA
476;15;MOTAVITA
480;15;MUZO
491;15;NOBSA
494;15;NUEVO COLON
500;15;OICATA
507;15;OTANCHE
511;15;PACHAVITA
514;15;PAEZ
516;15;PAIPA
518;15;PAJARITO
522;15;PANQUEBA
531;15;PAUNA
533;15;PAYA
537;15;PAZ DE RIO
542;15;PESCA
550;15;PISBA
572;15;PUERTO BOYACA
580;15;QUIPAMA
599;15;RAMIRIQUI
600;15;RAQUIRA
621;15;RONDON
632;15;SABOYA
638;15;SACHICA
646;15;SAMACA
660;15;SAN EDUARDO
664;15;SAN JOSE DE PARE
667;15;SAN LUIS DE GACENO
673;15;SAN MATEO
676;15;SAN MIGUEL DE SEMA
681;15;SAN PABLO DE BORBUR
686;15;SANTANA
690;15;SANTA MARIA
693;15;SANTA ROSA DE VITERBO
696;15;SANTA SOFIA
720;15;SATIVANORTE
723;15;SATIVASUR
740;15;SIACHOQUE
753;15;SOATA
755;15;SOCOTA
757;15;SOCHA
759;15;SOGAMOSO
761;15;SOMONDOCO
762;15;SORA
763;15;SOTAQUIRA
764;15;SORACA
774;15;SUSACON
776;15;SUTAMARCHAN
778;15;SUTATENZA
790;15;TASCO
798;15;TENZA
804;15;TIBANA
806;15;TIBASOSA
808;15;TINJACA
810;15;TIPACOQUE
814;15;TOCA
816;15;TOGÜÍ
820;15;TOPAGA
822;15;TOTA
832;15;TUNUNGUA
835;15;TURMEQUE
837;15;TUTA
839;15;TUTAZA
842;15;UMBITA
861;15;VENTAQUEMADA
879;15;VIRACACHA
897;15;ZETAQUIRA
001;17;MANIZALES
013;17;AGUADAS
042;17;ANSERMA
050;17;ARANZAZU
088;17;BELALCAZAR
174;17;CHINCHINA
272;17;FILADELFIA
380;17;LA DORADA
388;17;LA MERCED
433;17;MANZANARES
442;17;MARMATO
444;17;MARQUETALIA
446;17;MARULANDA
486;17;NEIRA
495;17;NORCASIA
513;17;PACORA
524;17;PALESTINA
541;17;PENSILVANIA
614;17;RIOSUCIO
616;17;RISARALDA
653;17;SALAMINA
662;17;SAMANA
665;17;SAN JOSE
777;17;SUPIA
867;17;VICTORIA
873;17;VILLAMARIA
877;17;VITERBO
001;18;FLORENCIA
029;18;ALBANIA
094;18;BELEN DE LOS ANDAQUIES
150;18;CARTAGENA DEL CHAIRA
205;18;CURILLO
247;18;EL DONCELLO
256;18;EL PAUJIL
410;18;LA MONTAÑITA
460;18;MILAN
479;18;MORELIA
592;18;PUERTO RICO
610;18;SAN JOSE DEL FRAGUA
753;18;SAN VICENTE DEL CAGUAN
756;18;SOLANO
785;18;SOLITA
860;18;VALPARAISO
001;19;POPAYAN
022;19;ALMAGUER
050;19;ARGELIA
075;19;BALBOA
100;19;BOLIVAR
110;19;BUENOS AIRES
130;19;CAJIBIO
137;19;CALDONO
142;19;CALOTO
212;19;CORINTO
256;19;EL TAMBO
290;19;FLORENCIA
318;19;GUAPI
355;19;INZA
364;19;JAMBALO
392;19;LA SIERRA
397;19;LA VEGA
418;19;LOPEZ
450;19;MERCADERES
455;19;MIRANDA
473;19;MORALES
513;19;PADILLA
517;19;PAEZ
532;19;PATIA
533;19;PIAMONTE
548;19;PIENDAMO
573;19;PUERTO TEJADA
585;19;PURACE
622;19;ROSAS
693;19;SAN SEBASTIAN
698;19;SANTANDER DE QUILICHAO
701;19;SANTA ROSA
743;19;SILVIA
760;19;SOTARA
780;19;SUAREZ
785;19;SUCRE
807;19;TIMBIO
809;19;TIMBIQUI
821;19;TORIBIO
824;19;TOTORO
845;19;VILLA RICA
001;20;VALLEDUPAR
011;20;AGUACHICA
013;20;AGUSTIN CODAZZI
032;20;ASTREA
045;20;BECERRIL
060;20;BOSCONIA
175;20;CHIMICHAGUA
178;20;CHIRIGUANA
228;20;CURUMANI
238;20;EL COPEY
250;20;EL PASO
295;20;GAMARRA
310;20;GONZALEZ
383;20;LA GLORIA
400;20;LA JAGUA DE IBIRICO
443;20;MANAURE
517;20;PAILITAS
550;20;PELAYA
570;20;PUEBLO BELLO
614;20;RIO DE ORO
621;20;LA PAZ
710;20;SAN ALBERTO
750;20;SAN DIEGO
770;20;SAN MARTIN
787;20;TAMALAMEQUE
001;23;MONTERIA
068;23;AYAPEL
079;23;BUENAVISTA
090;23;CANALETE
162;23;CERETE
168;23;CHIMA
182;23;CHINU
189;23;CIENAGA DE ORO
300;23;COTORRA
350;23;LA APARTADA
417;23;LORICA
419;23;LOS S
464;23;MOMIL
466;23;MONTELIBANO
500;23;MOÑITOS
555;23;PLANETA RICA
570;23;PUEBLO NUEVO
574;23;PUERTO ESCONDIDO
580;23;PUERTO LIBERTADOR
586;23;PURISIMA
660;23;SAHAGUN
670;23;SAN ANDRES SOTAVENTO
672;23;SAN ANTERO
675;23;SAN BERNARDO DEL VIENTO
678;23;SAN CARLOS
686;23;SAN PELAYO
807;23;TIERRALTA
855;23;VALENCIA
001;25;AGUA DE DIOS
019;25;ALBAN
035;25;ANAPOIMA
040;25;ANOLAIMA
053;25;ARBELAEZ
086;25;BELTRAN
095;25;BITUIMA
099;25;BOJACA
120;25;CABRERA
123;25;CACHIPAY
126;25;CAJICA
148;25;CAPARRAPI
151;25;CAQUEZA
154;25;CARMEN DE CARUPA
168;25;CHAGUANI
175;25;CHIA
178;25;CHIPAQUE
181;25;CHOACHI
183;25;CHOCONTA
200;25;COGUA
214;25;COTA
224;25;CUCUNUBA
245;25;EL COLEGIO
258;25;EL PEÑON
260;25;EL ROSAL
269;25;FACATATIVA
279;25;FOMEQUE
281;25;FOSCA
286;25;FUNZA
288;25;FUQUENE
290;25;FUSAGASUGA
293;25;GACHALA
295;25;GACHANCIPA
297;25;GACHETA
299;25;GAMA
307;25;GIRARDOT
312;25;GRANADA
317;25;GUACHETA
320;25;GUADUAS
322;25;GUASCA
324;25;GUATAQUI
326;25;GUATAVITA
328;25;GUAYABAL DE SIQUIMA
335;25;GUAYABETAL
339;25;GUTIERREZ
368;25;JERUSALEN
372;25;JUNIN
377;25;LA CALERA
386;25;LA MESA
394;25;LA PALMA
398;25;LA PEÑA
402;25;LA VEGA
407;25;LENGUAZAQUE
426;25;MACHETA
430;25;MADRID
436;25;MANTA
438;25;MEDINA
473;25;MOSQUERA
483;25;NARIÑO
486;25;NEMOCON
488;25;NILO
489;25;NIMAIMA
491;25;NOCAIMA
506;25;VENECIA
513;25;PACHO
518;25;PAIME
524;25;PANDI
530;25;PARATEBUENO
535;25;PASCA
572;25;PUERTO SALGAR
580;25;PULI
592;25;QUEBRADANEGRA
594;25;QUETAME
596;25;QUIPILE
599;25;APULO
612;25;RICAURTE
645;25;SAN ANTONIO DEL TEQUENDAMA
649;25;SAN BERNARDO
653;25;SAN CAYETANO
658;25;SAN FRANCISCO
662;25;SAN JUAN DE RIO SECO
718;25;SASAIMA
736;25;SESQUILE
740;25;SIBATE
743;25;SILVANIA
745;25;SIMIJACA
754;25;SOACHA
758;25;SOPO
769;25;SUBACHOQUE
772;25;SUESCA
777;25;SUPATA
779;25;SUSA
781;25;SUTATAUSA
785;25;TABIO
793;25;TAUSA
797;25;TENA
799;25;TENJO
805;25;TIBACUY
807;25;TIBIRITA
815;25;TOCAIMA
817;25;TOCANCIPA
823;25;TOPAIPI
839;25;UBALA
841;25;UBAQUE
843;25;VILLA DE SAN DIEGO DE UBATE
845;25;UNE
851;25;UTICA
862;25;VERGARA
867;25;VIANI
871;25;VILLAGOMEZ
873;25;VILLAPINZON
875;25;VILLETA
878;25;VIOTA
885;25;YACOPI
898;25;ZIPACON
899;25;ZIPAQUIRA
001;27;QUIBDO
025;27;ALTO BAUDO
050;27;ATRATO
073;27;BAGADO
075;27;BAHIA SOLANO
077;27;BAJO BAUDO
086;27;BELEN DE BAJIRA
099;27;BOJAYA
135;27;EL CANTON DEL SAN PABLO
150;27;CARMEN DEL DARIEN
160;27;CERTEGUI
205;27;CONDOTO
245;27;EL CARMEN DE ATRATO
250;27;EL LITORAL DEL SAN JUAN
361;27;ISTMINA
372;27;JURADO
413;27;LLORO
425;27;MEDIO ATRATO
430;27;MEDIO BAUDO
450;27;MEDIO SAN JUAN
491;27;NOVITA
495;27;NUQUI
580;27;RIO IRO
600;27;RIO QUITO
615;27;RIOSUCIO
660;27;SAN JOSE DEL PALMAR
745;27;SIPI
787;27;TADO
800;27;UNGUIA
810;27;UNION PANAMERICANA
001;41;NEIVA
016;41;AIPE
020;41;ALGECIRAS
026;41;ALTAMIRA
078;41;BARAYA
132;41;CAMPOALEGRE
206;41;COLOMBIA
244;41;ELIAS
298;41;GARZON
306;41;GIGANTE
319;41;GUADALUPE
349;41;HOBO
357;41;IQUIRA
359;41;ISNOS
378;41;LA ARGENTINA
396;41;LA PLATA
483;41;NATAGA
503;41;OPORAPA
518;41;PAICOL
524;41;PALERMO
530;41;PALESTINA
548;41;PITAL
551;41;PITALITO
615;41;RIVERA
660;41;SALADOBLANCO
668;41;SAN AGUSTIN
676;41;SANTA MARIA
770;41;SUAZA
791;41;TARQUI
797;41;TESALIA
799;41;TELLO
801;41;TERUEL
807;41;TIMANA
872;41;VILLAVIEJA
885;41;YAGUARA
001;44;RIOHACHA
035;44;ALBANIA
078;44;BARRANCAS
090;44;DIBULLA
098;44;DISTRACCION
110;44;EL MOLINO
279;44;FONSECA
378;44;HATONUEVO
420;44;LA JAGUA DEL PILAR
430;44;MAICAO
560;44;MANAURE
650;44;SAN JUAN DEL CESAR
847;44;URIBIA
855;44;URUMITA
874;44;VILLANUEVA
001;47;SANTA MARTA
030;47;ALGARROBO
053;47;ARACATACA
058;47;ARIGUANI
161;47;CERRO SAN ANTONIO
170;47;CHIBOLO
189;47;CIENAGA
205;47;CONCORDIA
245;47;EL BANCO
258;47;EL PIÑON
268;47;EL RETEN
288;47;FUNDACION
318;47;GUAMAL
460;47;NUEVA GRANADA
541;47;PEDRAZA
545;47;PIJIÑO DEL CARMEN
551;47;PIVIJAY
555;47;PLATO
570;47;PUEBLOVIEJO
605;47;REMOLINO
660;47;SABANAS DE SAN ANGEL
675;47;SALAMINA
692;47;SAN SEBASTIAN DE BUENA VISTA
703;47;SAN ZENON
707;47;SANTA ANA
720;47;SANTA BARBARA DE PINTO
745;47;SITIONUEVO
798;47;TENERIFE
960;47;ZAPAYAN
980;47;ZONA BANANERA
001;50;VILLAVICENCIO
006;50;ACACIAS
110;50;BARRANCA DE UPIA
124;50;CABUYARO
150;50;CASTILLA LA NUEVA
223;50;CUBARRAL
226;50;CUMARAL
245;50;EL CALVARIO
251;50;EL CASTILLO
270;50;EL DORADO
287;50;FUENTE DE ORO
313;50;GRANADA
318;50;GUAMAL
325;50;MAPIRIPAN
330;50;MESETAS
350;50;LA MACARENA
370;50;URIBE
400;50;LEJANIAS
450;50;PUERTO CONCORDIA
568;50;PUERTO GAITAN
573;50;PUERTO LOPEZ
577;50;PUERTO LLERAS
590;50;PUERTO RICO
606;50;RESTREPO
680;50;SAN CARLOS DE GUAROA
683;50;SAN JUAN DE ARAMA
686;50;SAN JUANITO
689;50;SAN MARTIN
711;50;VISTAHERMOSA
001;52;PASTO
019;52;ALBAN
022;52;ALDANA
036;52;ANCUYA
051;52;ARBOLEDA
079;52;BARBACOAS
083;52;BELEN
110;52;BUESACO
203;52;COLON
207;52;CONSACA
210;52;CONTADERO
215;52;CORDOBA
224;52;CUASPUD
227;52;CUMBAL
233;52;CUMBITARA
240;52;CHACHAGšI
250;52;EL CHARCO
254;52;EL PEÑOL
256;52;EL ROSARIO
258;52;EL TABLON DE GOMEZ
260;52;EL TAMBO
287;52;FUNES
317;52;GUACHUCAL
320;52;GUAITARILLA
323;52;GUALMATAN
352;52;ILES
354;52;IMUES
356;52;IPIALES
378;52;LA CRUZ
381;52;LA FLORIDA
385;52;LA LLANADA
390;52;LA TOLA
399;52;LA UNION
405;52;LEIVA
411;52;LINARES
418;52;LOS ANDES
427;52;MAGUI
435;52;MALLAMA
473;52;MOSQUERA
480;52;NARIÑO
490;52;OLAYA HERRERA
50;52;EL BAGRE Antioquia
506;52;OSPINA
520;52;FRANCISCO PIZARRO
540;52;POLICARPA
560;52;POTOSI
565;52;PROVIDENCIA
573;52;PUERRES
585;52;PUPIALES
612;52;RICAURTE
621;52;ROBERTO PAYAN
678;52;SAMANIEGO
683;52;SANDONA
685;52;SAN BERNARDO
687;52;SAN LORENZO
693;52;SAN PABLO
694;52;SAN PEDRO DE CARTAGO
696;52;SANTA BARBARA
699;52;SANTACRUZ
720;52;SAPUYES
786;52;TAMINANGO
788;52;TANGUA
835;52;SAN ANDRES DE TUMACO
838;52;TUQUERRES
885;52;YACUANQUER
001;54;CUCUTA
003;54;ABREGO
051;54;ARBOLEDAS
099;54;BOCHALEMA
109;54;BUCARASICA
125;54;CACOTA
128;54;CACHIRA
172;54;CHINACOTA
174;54;CHITAGA
206;54;CONVENCION
223;54;CUCUTILLA
239;54;DURANIA
245;54;EL CARMEN
250;54;EL TARRA
261;54;EL ZULIA
313;54;GRAMALOTE
344;54;HACARI
347;54;HERRAN
377;54;LABATECA
385;54;LA ESPERANZA
398;54;LA PLAYA
405;54;LOS PATIOS
418;54;LOURDES
480;54;MUTISCUA
498;54;OCAÑA
518;54;PAMPLONA
520;54;PAMPLONITA
553;54;PUERTO SANTANDER
599;54;RAGONVALIA
660;54;SALAZAR
670;54;SAN CALIXTO
673;54;SAN CAYETANO
680;54;SANTIAGO
720;54;SARDINATA
743;54;SILOS
800;54;TEORAMA
810;54;TIBU
820;54;TOLEDO
871;54;VILLA CARO
874;54;VILLA DEL ROSARIO
001;63;ARMENIA
111;63;BUENAVISTA
130;63;CALARCA
190;63;CIRCASIA
212;63;CORDOBA
272;63;FILANDIA
302;63;GENOVA
401;63;LA TEBAIDA
470;63;MONTENEGRO
548;63;PIJAO
594;63;QUIMBAYA
690;63;SALENTO
001;66;PEREIRA
045;66;APIA
075;66;BALBOA
088;66;BELEN DE UMBRIA
170;66;DOSQUEBRADAS
318;66;GUATICA
383;66;LA CELIA
400;66;LA VIRGINIA
440;66;MARSELLA
456;66;MISTRATO
572;66;PUEBLO RICO
594;66;QUINCHIA
682;66;SANTA ROSA DE CABAL
687;66;SANTUARIO
001;68;BUCARAMANGA
013;68;AGUADA
020;68;ALBANIA
051;68;ARATOCA
077;68;BARBOSA
079;68;BARICHARA
081;68;BARRANCABERMEJA
092;68;BETULIA
101;68;BOLIVAR
121;68;CABRERA
132;68;CALIFORNIA
147;68;CAPITANEJO
152;68;CARCASI
160;68;CEPITA
162;68;CERRITO
167;68;CHARALA
169;68;CHARTA
176;68;CHIMA
179;68;CHIPATA
190;68;CIMITARRA
207;68;CONCEPCION
209;68;CONFINES
211;68;CONTRATACION
217;68;COROMORO
229;68;CURITI
235;68;EL CARMEN DE CHUCURI
245;68;EL GUACAMAYO
250;68;EL PEÑON
255;68;EL PLAYON
264;68;ENCINO
266;68;ENCISO
271;68;FLORIAN
276;68;FLORIDABLANCA
296;68;GALAN
298;68;GAMBITA
307;68;GIRON
318;68;GUACA
320;68;GUADALUPE
322;68;GUAPOTA
324;68;GUAVATA
327;68;GUEPSA
344;68;HATO
368;68;JESUS MARIA
370;68;JORDAN
377;68;LA BELLEZA
385;68;LANDAZURI
397;68;LA PAZ
406;68;LEBRIJA
418;68;LOS SANTOS
425;68;MACARAVITA
432;68;MALAGA
444;68;MATANZA
464;68;MOGOTES
468;68;MOLAGAVITA
498;68;OCAMONTE
500;68;OIBA
502;68;ONZAGA
522;68;PALMAR
524;68;PALMAS DEL SOCORRO
533;68;PARAMO
547;68;PIEDECUESTA
549;68;PINCHOTE
572;68;PUENTE NACIONAL
573;68;PUERTO PARRA
575;68;PUERTO WILCHES
615;68;RIONEGRO
655;68;SABANA DE TORRES
669;68;SAN ANDRES
673;68;SAN BENITO
679;68;SAN GIL
682;68;SAN JOAQUIN
684;68;SAN JOSE DE MIRANDA
686;68;SAN MIGUEL
689;68;SAN VICENTE DE CHUCURI
705;68;SANTA BARBARA
720;68;SANTA HELENA DEL OPON
745;68;SIMACOTA
755;68;SOCORRO
770;68;SUAITA
773;68;SUCRE
780;68;SURATA
820;68;TONA
855;68;VALLE DE SAN JOSE
861;68;VELEZ
867;68;VETAS
872;68;VILLANUEVA
895;68;ZAPATOCA
001;70;SINCELEJO
110;70;BUENAVISTA
124;70;CAIMITO
204;70;COLOSO
215;70;COROZAL
221;70;COVEÑAS
230;70;CHALAN
233;70;EL ROBLE
235;70;GALERAS
265;70;GUARANDA
400;70;LA UNION
418;70;LOS PALMITOS
429;70;MAJAGUAL
473;70;MORROA
508;70;OVEJAS
523;70;PALMITO
670;70;SAMPUES
678;70;SAN BENITO ABAD
702;70;SAN JUAN DE BETULIA
708;70;SAN MARCOS
713;70;SAN ONOFRE
717;70;SAN PEDRO
742;70;SAN LUIS DE SINCE
771;70;SUCRE
820;70;SANTIAGO DE TOLU
823;70;TOLU VIEJO
001;73;IBAGUE
024;73;ALPUJARRA
026;73;ALVARADO
030;73;AMBALEMA
035;73;CHICORAL
043;73;ANZOATEGUI
055;73;ARMERO
067;73;ATACO
124;73;CAJAMARCA
148;73;CARMEN DE APICALA
152;73;CASABIANCA
168;73;CHAPARRAL
200;73;COELLO
217;73;COYAIMA
226;73;CUNDAY
236;73;DOLORES
268;73;ESPINAL
270;73;FALAN
275;73;FLANDES
283;73;FRESNO
319;73;GUAMO
347;73;HERVEO
349;73;HONDA
352;73;ICONONZO
408;73;LERIDA
411;73;LIBANO
443;73;SAN SEBASTIAN DE MARIQUITA
449;73;MELGAR
461;73;MURILLO
483;73;NATAGAIMA
504;73;ORTEGA
520;73;PALOCABILDO
547;73;PIEDRAS
555;73;PLANADAS
563;73;PRADO
585;73;PURIFICACION
616;73;RIOBLANCO
622;73;RONCESVALLES
624;73;ROVIRA
671;73;SALDAÑA
675;73;SAN ANTONIO
678;73;SAN LUIS
686;73;SANTA ISABEL
770;73;SUAREZ
854;73;VALLE DE SAN JUAN
861;73;VENADILLO
870;73;VILLAHERMOSA
873;73;VILLARRICA
001;76;CALI
020;76;ALCALA
036;76;ANDALUCIA
041;76;ANSERMANUEVO
054;76;ARGELIA
100;76;BOLIVAR
109;76;BUENAVENTURA
111;76;GUADALAJARA DE BUGA
113;76;BUGALAGRANDE
122;76;CAICEDONIA
126;76;CALIMA
130;76;CANDELARIA
147;76;CARTAGO
233;76;DAGUA
243;76;EL AGUILA
246;76;EL CAIRO
248;76;EL CERRITO
250;76;EL DOVIO
275;76;FLORIDA
306;76;GINEBRA
318;76;GUACARI
364;76;JAMUNDI
377;76;LA CUMBRE
400;76;LA UNION
403;76;LA VICTORIA
497;76;OBANDO
520;76;PALMIRA
563;76;PRADERA
606;76;RESTREPO
616;76;RIOFRIO
622;76;ROLDANILLO
670;76;SAN PEDRO
736;76;SEVILLA
823;76;TORO
828;76;TRUJILLO
834;76;TULUA
845;76;ULLOA
863;76;VERSALLES
869;76;VIJES
890;76;YOTOCO
892;76;YUMBO
895;76;ZARZAL
001;81;ARAUCA
065;81;ARAUQUITA
220;81;CRAVO NORTE
300;81;FORTUL
591;81;PUERTO RONDON
736;81;SARAVENA
794;81;TAME
001;85;YOPAL
010;85;AGUAZUL
015;85;CHAMEZA
125;85;HATO COROZAL
136;85;LA SALINA
139;85;MANI
162;85;MONTERREY
225;85;NUNCHIA
230;85;OROCUE
250;85;PAZ DE ARIPORO
263;85;PORE
279;85;RECETOR
300;85;SABANALARGA
315;85;SACAMA
325;85;SAN LUIS DE PALENQUE
400;85;TAMARA
410;85;TAURAMENA
430;85;TRINIDAD
440;85;VILLANUEVA
001;86;MOCOA
219;86;COLON
320;86;ORITO
568;86;PUERTO ASIS
569;86;PUERTO CAICEDO
571;86;PUERTO GUZMAN
573;86;LEGUIZAMO
749;86;SIBUNDOY
755;86;SAN FRANCISCO
757;86;SAN MIGUEL
760;86;SANTIAGO
865;86;VALLE DEL GUAMUEZ
885;86;VILLAGARZON
886;86;LA HORMIGA
001;88;SAN ANDRES
564;88;PROVIDENCIA
001;91;LETICIA
263;91;EL ENCANTO
405;91;LA CHORRERA
407;91;LA PEDRERA
430;91;LA VICTORIA
460;91;MIRITI - PARANA
530;91;PUERTO ALEGRIA
536;91;PUERTO ARICA
540;91;PUERTO NARIÑO
669;91;PUERTO SANTANDER
798;91;TARAPACA
001;94;INIRIDA
343;94;BARRANCO MINAS
663;94;MAPIRIPANA
883;94;SAN FELIPE
884;94;PUERTO COLOMBIA
885;94;LA GUADALUPE
886;94;CACAHUAL
887;94;PANA PANA
888;94;MORICHAL
001;95;SAN JOSE DEL GUAVIARE
015;95;CALAMAR
025;95;EL RETORNO
200;95;MIRAFLORES
001;97;MITU
161;97;CARURU
511;97;PACOA
666;97;TARAIRA
777;97;PAPUNAUA
889;97;YAVARATE
001;99;PUERTO CARREÑO
524;99;LA PRIMAVERA
624;99;SANTA ROSALIA
773;99;CUMARIBO
